Date,Device_Type,Marketing_Channel,Page_Views,Add_to_Cart,Purchases,Conversion_Rate
2024-02-14,Mobile,Organic,76,3,0,0.0
2024-02-14,Mobile,Paid Search,50,2,0,0.0
2024-02-14,Mobile,Social,50,2,0,0.0
2024-02-14,Mobile,Email,78,4,0,0.0
2024-02-14,Tablet,Organic,52,3,0,0.0
2024-02-14,Tablet,Paid Search,96,4,0,0.0
2024-02-14,Tablet,Social,93,3,0,0.0
2024-02-14,Tablet,Email,92,5,1,0.0109
2024-02-15,Desktop,Organic,69,4,0,0.0
2024-02-15,Desktop,Paid Search,50,3,0,0.0
2024-02-15,Desktop,Social,50,2,0,0.0
2024-02-15,Desktop,Email,58,4,0,0.0
2024-02-15,Mobile,Organic,90,2,0,0.0
2024-02-15,Mobile,Paid Search,50,3,0,0.0
2024-02-15,Mobile,Social,57,2,0,0.0
2024-02-15,Mobile,Email,50,3,0,0.0
2024-02-15,Tablet,Organic,50,3,0,0.0
2024-02-15,Tablet,Paid Search,75,3,0,0.0
2024-02-15,Tablet,Social,119,8,1,0.0084
2024-02-15,Tablet,Email,83,6,1,0.012
2024-02-16,Desktop,Organic,55,3,0,0.0
2024-02-16,Desktop,Paid Search,50,3,0,0.0
2024-02-16,Desktop,Social,55,1,0,0.0
2024-02-16,Desktop,Email,50,1,0,0.0
2024-02-16,Mobile,Organic,50,2,0,0.0
2024-02-16,Mobile,Paid Search,50,3,0,0.0
2024-02-16,Mobile,Social,50,2,0,0.0
2024-02-16,Mobile,Email,71,4,1,0.0141
2024-02-16,Tablet,Organic,63,4,0,0.0
2024-02-16,Tablet,Paid Search,77,2,0,0.0
2024-02-16,Tablet,Social,57,4,0,0.0
2024-02-16,Tablet,Email,131,4,0,0.0
2024-02-17,Desktop,Organic,50,3,0,0.0
2024-02-17,Desktop,Paid Search,50,2,0,0.0
2024-02-17,Desktop,Social,51,2,0,0.0
2024-02-17,Desktop,Email,50,1,0,0.0
2024-02-17,Mobile,Organic,50,2,0,0.0
2024-02-17,Mobile,Paid Search,50,2,0,0.0
2024-02-17,Mobile,Social,50,2,0,0.0
2024-02-17,Mobile,Email,50,3,0,0.0
2024-02-17,Tablet,Organic,66,3,0,0.0
2024-02-17,Tablet,Paid Search,91,6,1,0.011
2024-02-17,Tablet,Social,50,2,0,0.0
2024-02-17,Tablet,Email,50,2,0,0.0
2024-02-18,Desktop,Organic,50,1,0,0.0
2024-02-18,Desktop,Paid Search,52,3,0,0.0
2024-02-18,Desktop,Social,50,2,0,0.0
2024-02-18,Desktop,Email,50,2,0,0.0
2024-02-18,Mobile,Organic,51,2,0,0.0
2024-02-18,Mobile,Paid Search,50,2,0,0.0
2024-02-18,Mobile,Social,50,2,0,0.0
2024-02-18,Mobile,Email,50,3,0,0.0
2024-02-18,Tablet,Organic,51,3,0,0.0
2024-02-18,Tablet,Paid Search,50,1,0,0.0
2024-02-18,Tablet,Social,50,2,0,0.0
2024-02-18,Tablet,Email,50,2,0,0.0
2024-02-19,Desktop,Organic,63,3,0,0.0
2024-02-19,Desktop,Paid Search,57,1,0,0.0
2024-02-19,Desktop,Social,77,5,0,0.0
2024-02-19,Desktop,Email,79,5,1,0.0127
2024-02-19,Mobile,Organic,50,2,0,0.0
2024-02-19,Mobile,Paid Search,50,2,0,0.0
2024-02-19,Mobile,Social,50,1,0,0.0
2024-02-19,Mobile,Email,50,2,0,0.0
2024-02-19,Tablet,Organic,138,10,1,0.0072
2024-02-19,Tablet,Paid Search,68,5,0,0.0
2024-02-19,Tablet,Social,134,10,2,0.0149
2024-02-19,Tablet,Email,120,5,1,0.0083
2024-02-20,Desktop,Organic,50,1,0,0.0
2024-02-20,Desktop,Paid Search,66,4,0,0.0
2024-02-20,Desktop,Social,56,2,0,0.0
2024-02-20,Desktop,Email,102,6,1,0.0098
2024-02-20,Mobile,Organic,75,4,1,0.0133
2024-02-20,Mobile,Paid Search,50,1,0,0.0
2024-02-20,Mobile,Social,50,2,0,0.0
2024-02-20,Mobile,Email,59,3,0,0.0
2024-02-20,Tablet,Organic,63,2,0,0.0
2024-02-20,Tablet,Paid Search,98,4,0,0.0
2024-02-20,Tablet,Social,50,2,0,0.0
2024-02-20,Tablet,Email,55,2,0,0.0
2024-02-21,Desktop,Organic,79,5,1,0.0127
2024-02-21,Desktop,Paid Search,50,3,0,0.0
2024-02-21,Desktop,Social,51,3,0,0.0
2024-02-21,Desktop,Email,50,2,0,0.0
2024-02-21,Mobile,Organic,59,3,0,0.0
2024-02-21,Mobile,Paid Search,78,3,0,0.0
2024-02-21,Mobile,Social,68,4,0,0.0
2024-02-21,Mobile,Email,63,2,0,0.0
2024-02-21,Tablet,Organic,116,5,0,0.0
2024-02-21,Tablet,Paid Search,151,8,1,0.0066
2024-02-21,Tablet,Social,99,5,1,0.0101
2024-02-21,Tablet,Email,150,9,1,0.0067
2024-02-22,Desktop,Organic,79,3,0,0.0
2024-02-22,Desktop,Paid Search,87,3,0,0.0
2024-02-22,Desktop,Social,71,3,0,0.0
2024-02-22,Desktop,Email,92,4,0,0.0
2024-02-22,Mobile,Organic,50,2,0,0.0
2024-02-22,Mobile,Paid Search,50,2,0,0.0
2024-02-22,Mobile,Social,50,2,0,0.0
2024-02-22,Mobile,Email,50,3,0,0.0
2024-02-22,Tablet,Organic,100,5,0,0.0
2024-02-22,Tablet,Paid Search,104,4,0,0.0
2024-02-22,Tablet,Social,72,3,0,0.0
2024-02-22,Tablet,Email,114,5,1,0.0088
2024-02-23,Desktop,Organic,88,4,0,0.0
2024-02-23,Desktop,Paid Search,50,2,0,0.0
2024-02-23,Desktop,Social,50,1,0,0.0
2024-02-23,Desktop,Email,84,6,1,0.0119
2024-02-23,Mobile,Organic,50,2,0,0.0
2024-02-23,Mobile,Paid Search,53,1,0,0.0
2024-02-23,Mobile,Social,66,3,0,0.0
2024-02-23,Mobile,Email,56,3,0,0.0
2024-02-23,Tablet,Organic,128,6,1,0.0078
2024-02-23,Tablet,Paid Search,137,5,1,0.0073
2024-02-23,Tablet,Social,78,2,0,0.0
2024-02-23,Tablet,Email,59,4,0,0.0
2024-02-24,Desktop,Organic,50,1,0,0.0
2024-02-24,Desktop,Paid Search,50,2,0,0.0
2024-02-24,Desktop,Social,66,3,0,0.0
2024-02-24,Desktop,Email,50,3,0,0.0
2024-02-24,Mobile,Organic,50,1,0,0.0
2024-02-24,Mobile,Paid Search,50,3,0,0.0
2024-02-24,Mobile,Social,50,1,0,0.0
2024-02-24,Mobile,Email,50,3,0,0.0
2024-02-24,Tablet,Organic,105,7,1,0.0095
2024-02-24,Tablet,Paid Search,83,3,0,0.0
2024-02-24,Tablet,Social,50,2,0,0.0
2024-02-24,Tablet,Email,55,2,0,0.0
2024-02-25,Desktop,Organic,62,3,0,0.0
2024-02-25,Desktop,Paid Search,50,1,0,0.0
2024-02-25,Desktop,Social,50,3,0,0.0
2024-02-25,Desktop,Email,50,1,0,0.0
2024-02-25,Mobile,Organic,50,3,0,0.0
2024-02-25,Mobile,Paid Search,50,2,0,0.0
2024-02-25,Mobile,Social,50,1,0,0.0
2024-02-25,Mobile,Email,50,3,0,0.0
2024-02-25,Tablet,Organic,54,2,0,0.0
2024-02-25,Tablet,Paid Search,54,3,0,0.0
2024-02-25,Tablet,Social,50,2,0,0.0
2024-02-25,Tablet,Email,62,4,0,0.0
2024-02-26,Desktop,Organic,56,3,0,0.0
2024-02-26,Desktop,Paid Search,50,3,0,0.0
2024-02-26,Desktop,Social,50,3,0,0.0
2024-02-26,Desktop,Email,64,2,0,0.0
2024-02-26,Mobile,Organic,67,2,0,0.0
2024-02-26,Mobile,Paid Search,50,2,0,0.0
2024-02-26,Mobile,Social,59,4,0,0.0
2024-02-26,Mobile,Email,50,1,0,0.0
2024-02-26,Tablet,Organic,74,5,0,0.0
2024-02-26,Tablet,Paid Search,141,9,1,0.0071
2024-02-26,Tablet,Social,62,4,1,0.0161
2024-02-26,Tablet,Email,61,2,0,0.0
2024-02-27,Desktop,Organic,50,3,0,0.0
2024-02-27,Desktop,Paid Search,50,3,0,0.0
2024-02-27,Desktop,Social,63,4,1,0.0159
2024-02-27,Desktop,Email,67,4,0,0.0
2024-02-27,Mobile,Organic,50,2,0,0.0
2024-02-27,Mobile,Paid Search,57,3,0,0.0
2024-02-27,Mobile,Social,54,3,0,0.0
2024-02-27,Mobile,Email,50,3,0,0.0
2024-02-27,Tablet,Organic,108,6,1,0.0093
2024-02-27,Tablet,Paid Search,50,2,0,0.0
2024-02-27,Tablet,Social,133,7,1,0.0075
2024-02-27,Tablet,Email,90,5,1,0.0111
2024-02-28,Desktop,Organic,51,1,0,0.0
2024-02-28,Desktop,Paid Search,50,2,0,0.0
2024-02-28,Desktop,Social,50,3,0,0.0
2024-02-28,Desktop,Email,105,3,0,0.0
2024-02-28,Mobile,Organic,50,1,0,0.0
2024-02-28,Mobile,Paid Search,56,3,0,0.0
2024-02-28,Mobile,Social,77,4,0,0.0
2024-02-28,Mobile,Email,54,3,0,0.0
2024-02-28,Tablet,Organic,50,3,0,0.0
2024-02-28,Tablet,Paid Search,73,4,0,0.0
2024-02-28,Tablet,Social,65,3,0,0.0
2024-02-28,Tablet,Email,115,8,1,0.0087
2024-02-29,Desktop,Organic,59,3,0,0.0
2024-02-29,Desktop,Paid Search,65,3,0,0.0
2024-02-29,Desktop,Social,64,2,0,0.0
2024-02-29,Desktop,Email,59,3,0,0.0
2024-02-29,Mobile,Organic,50,3,0,0.0
2024-02-29,Mobile,Paid Search,50,2,0,0.0
2024-02-29,Mobile,Social,50,3,0,0.0
2024-02-29,Mobile,Email,50,3,0,0.0
2024-02-29,Tablet,Organic,89,4,0,0.0
2024-02-29,Tablet,Paid Search,54,1,0,0.0
2024-02-29,Tablet,Social,80,5,0,0.0
2024-02-29,Tablet,Email,87,3,0,0.0
2024-03-01,Desktop,Organic,56,2,0,0.0
2024-03-01,Desktop,Paid Search,57,3,0,0.0
2024-03-01,Desktop,Social,50,2,0,0.0
2024-03-01,Desktop,Email,65,5,1,0.0154
2024-03-01,Mobile,Organic,65,2,0,0.0
2024-03-01,Mobile,Paid Search,57,3,0,0.0
2024-03-01,Mobile,Social,63,2,0,0.0
2024-03-01,Mobile,Email,60,3,0,0.0
2024-03-01,Tablet,Organic,106,6,1,0.0094
2024-03-01,Tablet,Paid Search,50,1,0,0.0
2024-03-01,Tablet,Social,62,3,0,0.0
2024-03-01,Tablet,Email,72,2,0,0.0
2024-03-02,Desktop,Organic,53,3,0,0.0
2024-03-02,Desktop,Paid Search,56,2,0,0.0
2024-03-02,Desktop,Social,50,1,0,0.0
2024-03-02,Desktop,Email,50,2,0,0.0
2024-03-02,Mobile,Organic,50,1,0,0.0
2024-03-02,Mobile,Paid Search,50,1,0,0.0
2024-03-02,Mobile,Social,50,1,0,0.0
2024-03-02,Mobile,Email,50,3,0,0.0
2024-03-02,Tablet,Organic,85,4,0,0.0
2024-03-02,Tablet,Paid Search,50,3,0,0.0
2024-03-02,Tablet,Social,52,3,0,0.0
2024-03-02,Tablet,Email,52,3,0,0.0
2024-03-03,Desktop,Organic,50,2,0,0.0
2024-03-03,Desktop,Paid Search,50,3,0,0.0
2024-03-03,Desktop,Social,50,3,0,0.0
2024-03-03,Desktop,Email,55,2,0,0.0
2024-03-03,Mobile,Organic,50,2,0,0.0
2024-03-03,Mobile,Paid Search,50,1,0,0.0
2024-03-03,Mobile,Social,50,2,0,0.0
2024-03-03,Mobile,Email,50,3,0,0.0
2024-03-03,Tablet,Organic,68,4,0,0.0
2024-03-03,Tablet,Paid Search,68,2,0,0.0
2024-03-03,Tablet,Social,50,3,0,0.0
2024-03-03,Tablet,Email,60,4,0,0.0
2024-03-04,Desktop,Organic,102,5,0,0.0
2024-03-04,Desktop,Paid Search,58,4,0,0.0
2024-03-04,Desktop,Social,58,2,0,0.0
2024-03-04,Desktop,Email,50,3,0,0.0
2024-03-04,Mobile,Organic,50,3,0,0.0
2024-03-04,Mobile,Paid Search,50,1,0,0.0
2024-03-04,Mobile,Social,50,1,0,0.0
2024-03-04,Mobile,Email,92,4,1,0.0109
2024-03-04,Tablet,Organic,99,5,1,0.0101
2024-03-04,Tablet,Paid Search,131,4,0,0.0
2024-03-04,Tablet,Social,52,1,0,0.0
2024-03-04,Tablet,Email,130,4,0,0.0
2024-03-05,Desktop,Organic,50,3,0,0.0
2024-03-05,Desktop,Paid Search,102,7,1,0.0098
2024-03-05,Desktop,Social,50,3,0,0.0
2024-03-05,Desktop,Email,73,4,1,0.0137
2024-03-05,Mobile,Organic,50,2,0,0.0
2024-03-05,Mobile,Paid Search,50,2,0,0.0
2024-03-05,Mobile,Social,70,2,0,0.0
2024-03-05,Mobile,Email,50,1,0,0.0
2024-03-05,Tablet,Organic,54,1,0,0.0
2024-03-05,Tablet,Paid Search,132,10,1,0.0076
2024-03-05,Tablet,Social,51,3,0,0.0
2024-03-05,Tablet,Email,54,2,0,0.0
2024-03-06,Desktop,Organic,50,2,0,0.0
2024-03-06,Desktop,Paid Search,77,6,0,0.0
2024-03-06,Desktop,Social,73,2,0,0.0
2024-03-06,Desktop,Email,113,6,1,0.0088
2024-03-06,Mobile,Organic,64,3,0,0.0
2024-03-06,Mobile,Paid Search,50,2,0,0.0
2024-03-06,Mobile,Social,50,2,0,0.0
2024-03-06,Mobile,Email,50,3,0,0.0
2024-03-06,Tablet,Organic,76,3,0,0.0
2024-03-06,Tablet,Paid Search,62,1,0,0.0
2024-03-06,Tablet,Social,74,4,0,0.0
2024-03-06,Tablet,Email,62,3,0,0.0
2024-03-07,Desktop,Organic,68,2,0,0.0
2024-03-07,Desktop,Paid Search,61,4,0,0.0
2024-03-07,Desktop,Social,77,6,1,0.013
2024-03-07,Desktop,Email,50,2,0,0.0
2024-03-07,Mobile,Organic,50,1,0,0.0
2024-03-07,Mobile,Paid Search,50,2,0,0.0
2024-03-07,Mobile,Social,50,3,0,0.0
2024-03-07,Mobile,Email,50,2,0,0.0
2024-03-07,Tablet,Organic,121,7,0,0.0
2024-03-07,Tablet,Paid Search,87,2,0,0.0
2024-03-07,Tablet,Social,105,3,0,0.0
2024-03-07,Tablet,Email,94,3,0,0.0
2024-03-08,Desktop,Organic,64,3,0,0.0
2024-03-08,Desktop,Paid Search,50,2,0,0.0
2024-03-08,Desktop,Social,56,2,0,0.0
2024-03-08,Desktop,Email,82,6,1,0.0122
2024-03-08,Mobile,Organic,50,3,0,0.0
2024-03-08,Mobile,Paid Search,60,2,0,0.0
2024-03-08,Mobile,Social,59,1,0,0.0
2024-03-08,Mobile,Email,50,3,0,0.0
2024-03-08,Tablet,Organic,81,4,0,0.0
2024-03-08,Tablet,Paid Search,97,7,1,0.0103
2024-03-08,Tablet,Social,147,5,1,0.0068
2024-03-08,Tablet,Email,118,5,0,0.0
2024-03-09,Desktop,Organic,65,3,0,0.0
2024-03-09,Desktop,Paid Search,50,1,0,0.0
2024-03-09,Desktop,Social,50,2,0,0.0
2024-03-09,Desktop,Email,50,2,0,0.0
2024-03-09,Mobile,Organic,50,3,0,0.0
2024-03-09,Mobile,Paid Search,50,3,0,0.0
2024-03-09,Mobile,Social,50,2,0,0.0
2024-03-09,Mobile,Email,50,1,0,0.0
2024-03-09,Tablet,Organic,50,3,0,0.0
2024-03-09,Tablet,Paid Search,50,1,0,0.0
2024-03-09,Tablet,Social,58,2,0,0.0
2024-03-09,Tablet,Email,94,6,1,0.0106
2024-03-10,Desktop,Organic,50,3,0,0.0
2024-03-10,Desktop,Paid Search,50,3,0,0.0
2024-03-10,Desktop,Social,50,2,0,0.0
2024-03-10,Desktop,Email,50,2,0,0.0
2024-03-10,Mobile,Organic,57,4,0,0.0
2024-03-10,Mobile,Paid Search,50,3,0,0.0
2024-03-10,Mobile,Social,54,4,0,0.0
2024-03-10,Mobile,Email,50,2,0,0.0
2024-03-10,Tablet,Organic,50,2,0,0.0
2024-03-10,Tablet,Paid Search,109,6,1,0.0092
2024-03-10,Tablet,Social,78,3,0,0.0
2024-03-10,Tablet,Email,51,3,0,0.0
2024-03-11,Desktop,Organic,50,1,0,0.0
2024-03-11,Desktop,Paid Search,50,2,0,0.0
2024-03-11,Desktop,Social,59,1,0,0.0
2024-03-11,Desktop,Email,95,4,0,0.0
2024-03-11,Mobile,Organic,50,1,0,0.0
2024-03-11,Mobile,Paid Search,52,3,0,0.0
2024-03-11,Mobile,Social,50,2,0,0.0
2024-03-11,Mobile,Email,77,4,0,0.0
2024-03-11,Tablet,Organic,50,2,0,0.0
2024-03-11,Tablet,Paid Search,50,1,0,0.0
2024-03-11,Tablet,Social,70,4,0,0.0
2024-03-11,Tablet,Email,54,3,0,0.0
2024-03-12,Desktop,Organic,91,3,0,0.0
2024-03-12,Desktop,Paid Search,50,1,0,0.0
2024-03-12,Desktop,Social,50,3,0,0.0
2024-03-12,Desktop,Email,75,5,1,0.0133
2024-03-12,Mobile,Organic,50,3,0,0.0
2024-03-12,Mobile,Paid Search,81,2,0,0.0
2024-03-12,Mobile,Social,50,2,0,0.0
2024-03-12,Mobile,Email,64,2,0,0.0
2024-03-12,Tablet,Organic,126,4,0,0.0
2024-03-12,Tablet,Paid Search,81,3,0,0.0
2024-03-12,Tablet,Social,88,4,0,0.0
2024-03-12,Tablet,Email,143,6,0,0.0
2024-03-13,Desktop,Organic,53,4,0,0.0
2024-03-13,Desktop,Paid Search,61,2,0,0.0
2024-03-13,Desktop,Social,90,5,0,0.0
2024-03-13,Desktop,Email,50,2,0,0.0
2024-03-13,Mobile,Organic,50,1,0,0.0
2024-03-13,Mobile,Paid Search,50,1,0,0.0
2024-03-13,Mobile,Social,65,4,0,0.0
2024-03-13,Mobile,Email,50,2,0,0.0
2024-03-13,Tablet,Organic,110,7,1,0.0091
2024-03-13,Tablet,Paid Search,58,3,0,0.0
2024-03-13,Tablet,Social,97,3,0,0.0
2024-03-13,Tablet,Email,141,6,1,0.0071
2024-03-14,Desktop,Organic,50,3,0,0.0
2024-03-14,Desktop,Paid Search,64,2,0,0.0
2024-03-14,Desktop,Social,50,2,0,0.0
2024-03-14,Desktop,Email,80,5,0,0.0
2024-03-14,Mobile,Organic,50,3,0,0.0
2024-03-14,Mobile,Paid Search,50,2,0,0.0
2024-03-14,Mobile,Social,66,5,0,0.0
2024-03-14,Mobile,Email,50,3,0,0.0
2024-03-14,Tablet,Organic,116,4,1,0.0086
2024-03-14,Tablet,Paid Search,148,5,0,0.0
2024-03-14,Tablet,Social,113,5,0,0.0
2024-03-14,Tablet,Email,69,5,1,0.0145
2024-03-15,Desktop,Organic,76,5,0,0.0
2024-03-15,Desktop,Paid Search,50,1,0,0.0
2024-03-15,Desktop,Social,69,4,0,0.0
2024-03-15,Desktop,Email,77,5,0,0.0
2024-03-15,Mobile,Organic,50,2,0,0.0
2024-03-15,Mobile,Paid Search,62,3,0,0.0
2024-03-15,Mobile,Social,69,5,0,0.0
2024-03-15,Mobile,Email,55,3,0,0.0
2024-03-15,Tablet,Organic,98,4,0,0.0
2024-03-15,Tablet,Paid Search,53,4,0,0.0
2024-03-15,Tablet,Social,108,4,0,0.0
2024-03-15,Tablet,Email,53,3,0,0.0
2024-03-16,Desktop,Organic,50,3,0,0.0
2024-03-16,Desktop,Paid Search,51,2,0,0.0
2024-03-16,Desktop,Social,50,3,0,0.0
2024-03-16,Desktop,Email,50,2,0,0.0
2024-03-16,Mobile,Organic,50,2,0,0.0
2024-03-16,Mobile,Paid Search,50,3,0,0.0
2024-03-16,Mobile,Social,70,4,0,0.0
2024-03-16,Mobile,Email,50,2,0,0.0
2024-03-16,Tablet,Organic,50,3,0,0.0
2024-03-16,Tablet,Paid Search,69,3,0,0.0
2024-03-16,Tablet,Social,50,1,0,0.0
2024-03-16,Tablet,Email,57,3,0,0.0
2024-03-17,Desktop,Organic,56,3,0,0.0
2024-03-17,Desktop,Paid Search,50,1,0,0.0
2024-03-17,Desktop,Social,50,1,0,0.0
2024-03-17,Desktop,Email,50,3,0,0.0
2024-03-17,Mobile,Organic,50,3,0,0.0
2024-03-17,Mobile,Paid Search,50,2,0,0.0
2024-03-17,Mobile,Social,50,2,0,0.0
2024-03-17,Mobile,Email,50,2,0,0.0
2024-03-17,Tablet,Organic,50,3,0,0.0
2024-03-17,Tablet,Paid Search,50,1,0,0.0
2024-03-17,Tablet,Social,62,2,0,0.0
2024-03-17,Tablet,Email,77,5,0,0.0
2024-03-18,Desktop,Organic,78,4,1,0.0128
2024-03-18,Desktop,Paid Search,96,3,0,0.0
2024-03-18,Desktop,Social,50,3,0,0.0
2024-03-18,Desktop,Email,53,4,0,0.0
2024-03-18,Mobile,Organic,57,3,0,0.0
2024-03-18,Mobile,Paid Search,63,2,0,0.0
2024-03-18,Mobile,Social,75,4,0,0.0
2024-03-18,Mobile,Email,50,2,0,0.0
2024-03-18,Tablet,Organic,93,5,1,0.0108
2024-03-18,Tablet,Paid Search,88,3,0,0.0
2024-03-18,Tablet,Social,102,3,0,0.0
2024-03-18,Tablet,Email,89,2,0,0.0
2024-03-19,Desktop,Organic,92,7,1,0.0109
2024-03-19,Desktop,Paid Search,54,3,0,0.0
2024-03-19,Desktop,Social,50,2,0,0.0
2024-03-19,Desktop,Email,111,3,0,0.0
2024-03-19,Mobile,Organic,50,3,0,0.0
2024-03-19,Mobile,Paid Search,55,2,0,0.0
2024-03-19,Mobile,Social,50,3,0,0.0
2024-03-19,Mobile,Email,50,3,0,0.0
2024-03-19,Tablet,Organic,57,3,0,0.0
2024-03-19,Tablet,Paid Search,50,2,0,0.0
2024-03-19,Tablet,Social,130,7,1,0.0077
2024-03-19,Tablet,Email,134,7,1,0.0075
2024-03-20,Desktop,Organic,99,4,0,0.0
2024-03-20,Desktop,Paid Search,62,3,0,0.0
2024-03-20,Desktop,Social,51,1,0,0.0
2024-03-20,Desktop,Email,111,5,0,0.0
2024-03-20,Mobile,Organic,50,2,0,0.0
2024-03-20,Mobile,Paid Search,51,2,0,0.0
2024-03-20,Mobile,Social,50,2,0,0.0
2024-03-20,Mobile,Email,69,2,0,0.0
2024-03-20,Tablet,Organic,113,5,1,0.0088
2024-03-20,Tablet,Paid Search,60,4,0,0.0
2024-03-20,Tablet,Social,117,5,1,0.0085
2024-03-20,Tablet,Email,78,5,0,0.0
2024-03-21,Desktop,Organic,50,1,0,0.0
2024-03-21,Desktop,Paid Search,74,3,0,0.0
2024-03-21,Desktop,Social,56,3,0,0.0
2024-03-21,Desktop,Email,50,3,0,0.0
2024-03-21,Mobile,Organic,50,1,0,0.0
2024-03-21,Mobile,Paid Search,56,3,0,0.0
2024-03-21,Mobile,Social,72,4,0,0.0
2024-03-21,Mobile,Email,50,2,0,0.0
2024-03-21,Tablet,Organic,62,3,0,0.0
2024-03-21,Tablet,Paid Search,107,8,1,0.0093
2024-03-21,Tablet,Social,50,1,0,0.0
2024-03-21,Tablet,Email,112,7,0,0.0
2024-03-22,Desktop,Organic,50,2,0,0.0
2024-03-22,Desktop,Paid Search,50,2,0,0.0
2024-03-22,Desktop,Social,77,4,0,0.0
2024-03-22,Desktop,Email,68,2,0,0.0
2024-03-22,Mobile,Organic,50,1,0,0.0
2024-03-22,Mobile,Paid Search,50,3,0,0.0
2024-03-22,Mobile,Social,50,3,0,0.0
2024-03-22,Mobile,Email,63,4,0,0.0
2024-03-22,Tablet,Organic,112,4,0,0.0
2024-03-22,Tablet,Paid Search,98,4,1,0.0102
2024-03-22,Tablet,Social,116,4,0,0.0
2024-03-22,Tablet,Email,84,2,0,0.0
2024-03-23,Desktop,Organic,50,3,0,0.0
2024-03-23,Desktop,Paid Search,50,2,0,0.0
2024-03-23,Desktop,Social,53,2,0,0.0
2024-03-23,Desktop,Email,50,3,0,0.0
2024-03-23,Mobile,Organic,59,3,0,0.0
2024-03-23,Mobile,Paid Search,50,3,0,0.0
2024-03-23,Mobile,Social,55,4,0,0.0
2024-03-23,Mobile,Email,50,3,0,0.0
2024-03-23,Tablet,Organic,64,4,0,0.0
2024-03-23,Tablet,Paid Search,60,2,0,0.0
2024-03-23,Tablet,Social,62,3,0,0.0
2024-03-23,Tablet,Email,77,3,0,0.0
2024-03-24,Desktop,Organic,60,4,0,0.0
2024-03-24,Desktop,Paid Search,63,2,0,0.0
2024-03-24,Desktop,Social,50,1,0,0.0
2024-03-24,Desktop,Email,54,3,0,0.0
2024-03-24,Mobile,Organic,50,3,0,0.0
2024-03-24,Mobile,Paid Search,50,3,0,0.0
2024-03-24,Mobile,Social,50,3,0,0.0
2024-03-24,Mobile,Email,50,2,0,0.0
2024-03-24,Tablet,Organic,92,4,0,0.0
2024-03-24,Tablet,Paid Search,69,3,0,0.0
2024-03-24,Tablet,Social,68,3,0,0.0
2024-03-24,Tablet,Email,50,2,0,0.0
2024-03-25,Desktop,Organic,59,3,0,0.0
2024-03-25,Desktop,Paid Search,57,4,0,0.0
2024-03-25,Desktop,Social,50,3,0,0.0
2024-03-25,Desktop,Email,75,3,0,0.0
2024-03-25,Mobile,Organic,50,1,0,0.0
2024-03-25,Mobile,Paid Search,50,2,0,0.0
2024-03-25,Mobile,Social,50,2,0,0.0
2024-03-25,Mobile,Email,50,3,0,0.0
2024-03-25,Tablet,Organic,50,2,0,0.0
2024-03-25,Tablet,Paid Search,116,7,0,0.0
2024-03-25,Tablet,Social,88,6,1,0.0114
2024-03-25,Tablet,Email,93,4,1,0.0108
2024-03-26,Desktop,Organic,56,2,0,0.0
2024-03-26,Desktop,Paid Search,61,3,0,0.0
2024-03-26,Desktop,Social,83,5,0,0.0
2024-03-26,Desktop,Email,73,5,0,0.0
2024-03-26,Mobile,Organic,55,1,0,0.0
2024-03-26,Mobile,Paid Search,57,3,0,0.0
2024-03-26,Mobile,Social,50,1,0,0.0
2024-03-26,Mobile,Email,75,4,1,0.0133
2024-03-26,Tablet,Organic,74,3,0,0.0
2024-03-26,Tablet,Paid Search,77,5,0,0.0
2024-03-26,Tablet,Social,69,3,0,0.0
2024-03-26,Tablet,Email,54,2,0,0.0
2024-03-27,Desktop,Organic,50,2,0,0.0
2024-03-27,Desktop,Paid Search,74,4,1,0.0135
2024-03-27,Desktop,Social,50,2,0,0.0
2024-03-27,Desktop,Email,90,6,0,0.0
2024-03-27,Mobile,Organic,93,6,1,0.0108
2024-03-27,Mobile,Paid Search,73,4,0,0.0
2024-03-27,Mobile,Social,50,3,0,0.0
2024-03-27,Mobile,Email,59,3,0,0.0
2024-03-27,Tablet,Organic,84,6,1,0.0119
2024-03-27,Tablet,Paid Search,83,3,0,0.0
2024-03-27,Tablet,Social,87,2,0,0.0
2024-03-27,Tablet,Email,56,3,0,0.0
2024-03-28,Desktop,Organic,50,2,0,0.0
2024-03-28,Desktop,Paid Search,82,5,1,0.0122
2024-03-28,Desktop,Social,99,6,1,0.0101
2024-03-28,Desktop,Email,74,2,0,0.0
2024-03-28,Mobile,Organic,53,3,0,0.0
2024-03-28,Mobile,Paid Search,50,2,0,0.0
2024-03-28,Mobile,Social,51,3,0,0.0
2024-03-28,Mobile,Email,50,2,0,0.0
2024-03-28,Tablet,Organic,50,2,0,0.0
2024-03-28,Tablet,Paid Search,54,1,0,0.0
2024-03-28,Tablet,Social,138,10,2,0.0145
2024-03-28,Tablet,Email,54,3,0,0.0
2024-03-29,Desktop,Organic,50,3,0,0.0
2024-03-29,Desktop,Paid Search,113,4,0,0.0
2024-03-29,Desktop,Social,50,1,0,0.0
2024-03-29,Desktop,Email,50,3,0,0.0
2024-03-29,Mobile,Organic,75,5,0,0.0
2024-03-29,Mobile,Paid Search,50,2,0,0.0
2024-03-29,Mobile,Social,57,2,0,0.0
2024-03-29,Mobile,Email,88,3,0,0.0
2024-03-29,Tablet,Organic,91,3,0,0.0
2024-03-29,Tablet,Paid Search,65,3,0,0.0
